timestamp,door_id,direction,cardholder_id,result
2026-08-10 07:44:34,D08,in,C0084,granted
2026-08-10 07:44:35,D12,in,C0172,granted
2026-08-10 07:44:54,D03,in,C0112,granted
2026-08-10 07:44:56,D13,in,C0016,granted
2026-08-10 07:45:01,D10,in,C0028,granted
2026-08-10 07:45:19,D14,in,C0180,granted
2026-08-10 07:45:26,D01,in,C0082,granted
2026-08-10 07:46:00,D01,in,C0140,granted
2026-08-10 07:47:17,D02,in,C0071,granted
2026-08-10 07:48:38,D01,in,C0055,granted
2026-08-10 07:48:40,D01,in,C0079,granted
2026-08-10 07:48:41,D15,in,C0112,granted
2026-08-10 07:48:43,D01,in,C0144,granted
2026-08-10 07:48:43,D02,in,C0162,granted
2026-08-10 07:48:57,D12,in,C0140,granted
2026-08-10 07:49:34,D09,in,C0071,granted
2026-08-10 07:50:20,D13,in,C0057,granted
2026-08-10 07:50:29,D05,in,C0082,granted
2026-08-10 07:50:47,D01,in,C0080,granted
2026-08-10 07:51:15,D02,in,C0019,granted
2026-08-10 07:51:29,D01,in,C0054,granted
2026-08-10 07:51:29,D01,in,C0120,granted
2026-08-10 07:51:29,D02,in,C0001,granted
2026-08-10 07:51:46,D08,in,C0162,granted
2026-08-10 07:52:28,D09,in,C0079,granted
2026-08-10 07:52:45,D07,in,C0055,granted
2026-08-10 07:53:03,D09,in,C0001,granted
2026-08-10 07:53:06,D01,in,C0141,granted
2026-08-10 07:53:09,D01,in,C0168,granted
2026-08-10 07:53:13,D01,in,C0189,granted
2026-08-10 07:53:16,D01,in,C0195,granted
2026-08-10 07:53:27,D04,in,C0019,granted
2026-08-10 07:53:27,D15,in,C0144,granted
2026-08-10 07:54:15,D09,in,C0080,granted
2026-08-10 07:54:23,D14,in,C0054,granted
2026-08-10 07:55:03,D02,in,C0061,granted
2026-08-10 07:55:57,D12,in,C0120,granted
2026-08-10 07:56:04,D01,in,C0039,granted
2026-08-10 07:56:10,D01,in,C0046,granted
2026-08-10 07:56:29,D01,in,C0068,granted
2026-08-10 07:56:32,D01,in,C0021,granted
2026-08-10 07:56:33,D14,in,C0189,granted
2026-08-10 07:56:43,D01,in,C0091,granted
2026-08-10 07:56:45,D09,in,C0061,granted
2026-08-10 07:56:47,D12,in,C0141,granted
2026-08-10 07:56:51,D01,in,C0087,granted
2026-08-10 07:57:18,D01,in,C0009,granted
2026-08-10 07:58:01,D09,in,C0057,granted
2026-08-10 07:58:59,D07,in,C0021,granted
2026-08-10 07:59:01,D13,in,C0168,granted
2026-08-10 07:59:13,D10,in,C0195,granted
2026-08-10 07:59:19,D01,in,C0161,granted
2026-08-10 07:59:37,D07,in,C0039,granted
2026-08-10 08:00:12,D04,in,C0046,granted
2026-08-10 08:00:45,D13,in,C0009,granted
2026-08-10 08:01:09,D07,in,C0087,granted
2026-08-10 08:01:12,D01,in,C0115,granted
2026-08-10 08:01:52,D08,in,C0068,granted
2026-08-10 08:02:01,D16,in,C0091,granted
2026-08-10 08:02:31,D01,in,C0018,granted
2026-08-10 08:02:35,D01,in,C0047,granted
2026-08-10 08:02:36,D01,in,C0111,granted
2026-08-10 08:02:42,D01,in,C0155,granted
2026-08-10 08:03:27,D08,in,C0161,granted
2026-08-10 08:04:48,D01,in,C0007,granted
2026-08-10 08:04:50,D01,in,C0064,granted
2026-08-10 08:04:54,D01,in,C0105,granted
2026-08-10 08:04:54,D01,in,C0106,granted
2026-08-10 08:05:00,D08,in,C0115,granted
2026-08-10 08:05:31,D06,in,C0018,granted
2026-08-10 08:05:39,D11,in,C0111,granted
2026-08-10 08:06:57,D15,in,C0155,granted
2026-08-10 08:07:16,D11,in,C0047,granted
2026-08-10 08:07:23,D03,in,C0125,granted
2026-08-10 08:07:43,D09,in,C0105,granted
2026-08-10 08:07:44,D09,in,C0105,granted
2026-08-10 08:09:09,D05,in,C0007,granted
2026-08-10 08:09:21,D16,in,C0125,granted
2026-08-10 08:09:32,D01,in,C0006,granted
2026-08-10 08:09:33,D12,in,C0064,granted
2026-08-10 08:09:53,D02,in,C0092,granted
2026-08-10 08:10:39,D01,in,C0070,granted
2026-08-10 08:10:42,D01,in,C0070,granted
2026-08-10 08:10:44,D16,in,C0106,granted
2026-08-10 08:10:49,D10,in,C0032,granted
2026-08-10 08:12:25,D01,in,C0023,granted
2026-08-10 08:12:32,D03,in,C0160,granted
2026-08-10 08:12:54,D01,in,C0152,granted
2026-08-10 08:13:11,D01,in,C0103,granted
2026-08-10 08:13:11,D04,in,C0092,granted
2026-08-10 08:13:26,D01,in,C0098,granted
2026-08-10 08:13:26,D11,in,C0035,granted
2026-08-10 08:13:39,D05,in,C0160,granted
2026-08-10 08:13:49,D05,in,C0070,granted
2026-08-10 08:13:57,D01,in,C0072,granted
2026-08-10 08:13:58,D10,in,C0006,granted
2026-08-10 08:14:14,D01,in,C0118,granted
2026-08-10 08:14:30,D02,in,C0060,granted
2026-08-10 08:14:41,D01,in,C0117,granted
2026-08-10 08:14:49,D03,in,C0126,granted
2026-08-10 08:15:33,D01,in,C0156,granted
2026-08-10 08:16:02,D09,in,C0085,granted
2026-08-10 08:16:10,D12,in,C0060,granted
2026-08-10 08:16:57,D09,in,C0072,granted
2026-08-10 08:17:01,D16,in,C0023,granted
2026-08-10 08:17:06,D06,in,C0103,granted
2026-08-10 08:17:07,D12,in,C0152,granted
2026-08-10 08:17:21,D05,in,C0117,granted
2026-08-10 08:17:24,D02,in,C0074,granted
2026-08-10 08:17:36,D10,in,C0126,granted
2026-08-10 08:17:44,D10,in,C0098,granted
2026-08-10 08:18:28,D11,in,C0118,granted
2026-08-10 08:18:39,D14,in,C0074,granted
2026-08-10 08:19:23,D14,in,C0156,granted
2026-08-10 08:19:39,D01,in,C0157,granted
2026-08-10 08:19:39,D10,in,C0193,granted
2026-08-10 08:19:43,D01,in,C0190,denied
2026-08-10 08:19:47,D01,in,C0190,granted
2026-08-10 08:19:52,D15,in,C0073,granted
2026-08-10 08:19:59,D02,in,C0090,granted
2026-08-10 08:20:15,D01,in,C0135,granted
2026-08-10 08:20:25,D01,in,C0017,granted
2026-08-10 08:20:41,D09,in,C0072,granted
2026-08-10 08:20:51,D14,in,C0181,granted
2026-08-10 08:20:58,D02,in,C0005,granted
2026-08-10 08:21:39,D01,in,C0194,granted
2026-08-10 08:21:40,D01,in,C0058,granted
2026-08-10 08:22:13,D01,in,C0027,granted
2026-08-10 08:22:27,D11,in,C0190,granted
2026-08-10 08:23:20,D01,in,C0008,granted
2026-08-10 08:23:24,D01,in,C0129,granted
2026-08-10 08:23:25,D01,in,C0143,granted
2026-08-10 08:23:32,D07,in,C0135,granted
2026-08-10 08:23:32,D16,in,C0157,granted
2026-08-10 08:23:55,D04,in,C0090,granted
2026-08-10 08:25:06,D07,in,C0058,granted
2026-08-10 08:25:16,D16,in,C0005,granted
2026-08-10 08:25:20,D05,in,C0017,granted
2026-08-10 08:25:20,D08,in,C0028,granted
2026-08-10 08:25:22,D05,in,C0017,granted
2026-08-10 08:25:41,D12,in,C0079,granted
2026-08-10 08:25:46,D11,in,C0199,granted
2026-08-10 08:25:48,D08,in,C0194,granted
2026-08-10 08:25:51,D01,in,C0062,granted
2026-08-10 08:26:10,D16,in,C0186,granted
2026-08-10 08:26:22,D16,in,C0027,granted
2026-08-10 08:26:40,D12,in,C0129,granted
2026-08-10 08:27:45,D07,in,C0080,granted
2026-08-10 08:28:05,D02,in,C0109,granted
2026-08-10 08:28:11,D01,in,C0051,granted
2026-08-10 08:28:32,D02,in,C0024,granted
2026-08-10 08:28:54,D05,in,C0008,granted
2026-08-10 08:29:23,D13,in,C0143,granted
2026-08-10 08:29:28,D11,in,C0024,granted
2026-08-10 08:29:29,D10,in,C0059,granted
2026-08-10 08:29:32,D01,in,C0045,granted
2026-08-10 08:29:33,D01,in,C0154,granted
2026-08-10 08:30:04,D12,in,C0062,granted
2026-08-10 08:30:23,D02,in,C0192,granted
2026-08-10 08:30:32,D10,in,C0109,granted
2026-08-10 08:30:41,D01,in,C0175,granted
2026-08-10 08:30:59,D01,in,C0133,granted
2026-08-10 08:31:10,D03,in,C0134,granted
2026-08-10 08:31:10,D06,in,C0193,granted
2026-08-10 08:31:19,D11,in,C0154,granted
2026-08-10 08:31:31,D01,in,C0101,granted
2026-08-10 08:32:08,D01,in,C0169,granted
2026-08-10 08:32:08,D11,in,C0045,granted
2026-08-10 08:32:19,D01,in,C0014,granted
2026-08-10 08:32:34,D01,in,C0116,granted
2026-08-10 08:32:41,D01,in,C0066,granted
2026-08-10 08:32:42,D12,in,C0192,granted
2026-08-10 08:32:45,D01,in,C0030,granted
2026-08-10 08:32:58,D01,in,C0053,granted
2026-08-10 08:33:13,D02,in,C0020,granted
2026-08-10 08:33:15,D02,in,C0177,granted
2026-08-10 08:33:34,D16,in,C0051,granted
2026-08-10 08:33:38,D09,in,C0133,granted
2026-08-10 08:33:48,D06,in,C0134,granted
2026-08-10 08:34:00,D01,in,C0096,granted
2026-08-10 08:34:02,D07,in,C0151,granted
2026-08-10 08:34:19,D01,in,C0148,granted
2026-08-10 08:34:23,D01,in,C0183,granted
2026-08-10 08:34:24,D01,in,C0149,granted
2026-08-10 08:34:29,D01,in,C0124,granted
2026-08-10 08:34:58,D14,in,C0177,granted
2026-08-10 08:35:10,D09,in,C0057,granted
2026-08-10 08:35:24,D11,in,C0091,granted
2026-08-10 08:35:31,D12,in,C0101,granted
2026-08-10 08:35:38,D04,in,C0169,granted
2026-08-10 08:35:42,D05,in,C0014,granted
2026-08-10 08:35:52,D08,in,C0175,granted
2026-08-10 08:35:58,D14,in,C0020,granted
2026-08-10 08:36:38,D13,in,C0116,granted
2026-08-10 08:36:39,D08,in,C0030,granted
2026-08-10 08:36:42,D01,in,C0078,granted
2026-08-10 08:36:54,D16,in,C0148,granted
2026-08-10 08:37:15,D01,in,C0088,granted
2026-08-10 08:37:20,D08,in,C0053,granted
2026-08-10 08:37:31,D13,in,C0141,granted
2026-08-10 08:37:34,D14,in,C0174,granted
2026-08-10 08:37:34,D16,in,C0066,granted
2026-08-10 08:37:38,D01,in,C0011,granted
2026-08-10 08:37:40,D01,in,C0043,granted
2026-08-10 08:37:44,D01,in,C0069,granted
2026-08-10 08:37:45,D12,in,C0096,granted
2026-08-10 08:37:49,D01,in,C0178,granted
2026-08-10 08:37:50,D01,in,C0187,granted
2026-08-10 08:37:54,D14,in,C0180,granted
2026-08-10 08:37:58,D09,in,C0181,granted
2026-08-10 08:38:01,D09,in,C0180,granted
2026-08-10 08:38:09,D04,in,C0149,granted
2026-08-10 08:38:10,D07,in,C0183,granted
2026-08-10 08:39:15,D09,in,C0078,granted
2026-08-10 08:39:18,D14,in,C0180,granted
2026-08-10 08:39:29,D02,in,C0010,granted
2026-08-10 08:39:32,D02,in,C0040,granted
2026-08-10 08:39:33,D02,in,C0163,granted
2026-08-10 08:40:02,D15,in,C0124,granted
2026-08-10 08:41:05,D01,in,C0022,granted
2026-08-10 08:41:08,D01,in,C0089,granted
2026-08-10 08:41:11,D01,in,C0113,granted
2026-08-10 08:41:15,D01,in,C0164,granted
2026-08-10 08:41:18,D01,in,C0166,granted
2026-08-10 08:41:21,D03,in,C0015,granted
2026-08-10 08:42:03,D05,in,C0178,granted
2026-08-10 08:42:05,D08,in,C0069,granted
2026-08-10 08:42:35,D09,in,C0163,granted
2026-08-10 08:42:41,D15,in,C0155,granted
2026-08-10 08:42:55,D02,in,C0191,granted
2026-08-10 08:42:59,D04,in,C0187,granted
2026-08-10 08:43:03,D10,in,C0088,granted
2026-08-10 08:43:14,D04,in,C0140,granted
2026-08-10 08:43:19,D10,in,C0043,granted
2026-08-10 08:43:20,D10,in,C0043,granted
2026-08-10 08:43:33,D13,in,C0010,granted
2026-08-10 08:43:53,D09,in,C0022,granted
2026-08-10 08:44:01,D12,in,C0166,granted
2026-08-10 08:44:03,D11,in,C0015,granted
2026-08-10 08:44:17,D01,in,C0004,granted
2026-08-10 08:44:25,D13,in,C0089,granted
2026-08-10 08:44:33,D13,in,C0040,granted
2026-08-10 08:45:02,D07,in,C0011,granted
2026-08-10 08:45:14,D09,in,C0191,granted
2026-08-10 08:45:27,D16,in,C0113,granted
2026-08-10 08:45:58,D03,in,C0012,granted
2026-08-10 08:46:13,D15,in,C0164,granted
2026-08-10 08:47:06,D01,in,C0132,granted
2026-08-10 08:47:09,D01,in,C0137,granted
2026-08-10 08:47:11,D01,in,C0138,granted
2026-08-10 08:47:13,D01,in,C0142,granted
2026-08-10 08:47:15,D02,in,C0076,granted
2026-08-10 08:47:21,D01,in,C0159,granted
2026-08-10 08:47:31,D08,in,C0160,granted
2026-08-10 08:47:35,D08,in,C0012,granted
2026-08-10 08:47:36,D01,in,C0196,granted
2026-08-10 08:48:32,D14,in,C0071,granted
2026-08-10 08:48:49,D14,in,C0142,granted
2026-08-10 08:48:50,D15,in,C0016,granted
2026-08-10 08:49:10,D16,in,C0004,granted
2026-08-10 08:49:16,D04,in,C0110,granted
2026-08-10 08:49:19,D14,in,C0103,granted
2026-08-10 08:50:09,D15,in,C0077,granted
2026-08-10 08:50:28,D01,in,C0025,granted
2026-08-10 08:50:47,D01,in,C0042,granted
2026-08-10 08:51:42,D09,in,C0137,granted
2026-08-10 08:52:00,D12,in,C0132,denied
2026-08-10 08:52:03,D12,in,C0132,granted
2026-08-10 08:52:07,D10,in,C0196,granted
2026-08-10 08:52:08,D04,in,C0138,granted
2026-08-10 08:52:09,D01,in,C0102,granted
2026-08-10 08:52:14,D11,in,C0005,granted
2026-08-10 08:52:15,D01,in,C0086,granted
2026-08-10 08:52:35,D15,in,C0076,granted
2026-08-10 08:52:57,D01,in,C0033,granted
2026-08-10 08:52:57,D10,in,C0120,granted
2026-08-10 08:53:00,D10,in,C0145,granted
2026-08-10 08:53:02,D11,in,C0159,granted
2026-08-10 08:54:00,D01,in,C0013,granted
2026-08-10 08:54:01,D04,in,C0126,granted
2026-08-10 08:54:10,D11,in,C0111,granted
2026-08-10 08:54:34,D11,in,C0086,granted
2026-08-10 08:54:39,D09,in,C0102,granted
2026-08-10 08:54:54,D04,in,C0025,granted
2026-08-10 08:55:05,D14,in,C0054,granted
2026-08-10 08:55:28,D08,in,C0087,granted
2026-08-10 08:55:50,D05,in,C0033,granted
2026-08-10 08:56:07,D15,in,C0054,granted
2026-08-10 08:56:17,D14,in,C0009,granted
2026-08-10 08:56:19,D15,in,C0042,granted
2026-08-10 08:56:58,D01,in,C0081,granted
2026-08-10 08:57:11,D11,in,C0079,granted
2026-08-10 08:57:16,D12,in,C0141,granted
2026-08-10 08:57:39,D09,in,C0172,granted
2026-08-10 08:57:50,D02,in,C0108,granted
2026-08-10 08:58:20,D06,in,C0013,granted
2026-08-10 08:58:35,D14,in,C0092,granted
2026-08-10 08:58:43,D02,in,C0104,granted
2026-08-10 08:59:11,D02,in,C0075,granted
2026-08-10 08:59:46,D06,in,C0192,granted
2026-08-10 09:00:03,D04,in,C0108,granted
2026-08-10 09:00:16,D11,in,C0092,granted
2026-08-10 09:00:49,D03,in,C0171,granted
2026-08-10 09:00:49,D09,in,C0075,granted
2026-08-10 09:01:16,D07,in,C0125,granted
2026-08-10 09:01:53,D05,in,C0104,granted
2026-08-10 09:02:07,D09,in,C0035,granted
2026-08-10 09:02:12,D14,in,C0181,granted
2026-08-10 09:02:14,D02,in,C0034,granted
2026-08-10 09:02:32,D13,in,C0081,granted
2026-08-10 09:02:44,D05,in,C0070,granted
2026-08-10 09:03:03,D14,in,C0034,granted
2026-08-10 09:03:30,D13,in,C0189,granted
2026-08-10 09:03:44,D01,in,C0136,granted
2026-08-10 09:04:09,D01,in,C0119,granted
2026-08-10 09:04:15,D16,in,C0171,granted
2026-08-10 09:04:23,D16,in,C0098,granted
2026-08-10 09:04:46,D05,in,C0007,granted
2026-08-10 09:04:50,D16,in,C0144,granted
2026-08-10 09:05:24,D13,in,C0144,granted
2026-08-10 09:05:49,D14,in,C0054,granted
2026-08-10 09:05:54,D10,in,C0051,granted
2026-08-10 09:06:22,D14,in,C0027,granted
2026-08-10 09:06:39,D02,in,C0107,granted
2026-08-10 09:06:42,D01,in,C0029,granted
2026-08-10 09:06:52,D01,in,C0165,granted
2026-08-10 09:06:56,D06,in,C0134,granted
2026-08-10 09:07:00,D12,in,C0079,granted
2026-08-10 09:07:13,D10,in,C0157,granted
2026-08-10 09:07:19,D11,in,C0133,granted
2026-08-10 09:07:22,D11,in,C0129,granted
2026-08-10 09:07:24,D05,in,C0119,granted
2026-08-10 09:07:32,D06,in,C0087,granted
2026-08-10 09:07:38,D09,in,C0072,granted
2026-08-10 09:07:50,D13,in,C0161,granted
2026-08-10 09:07:52,D01,in,C0002,granted
2026-08-10 09:07:55,D01,in,C0093,granted
2026-08-10 09:07:57,D01,in,C0121,granted
2026-08-10 09:07:59,D01,in,C0182,granted
2026-08-10 09:08:07,D13,in,C0136,granted
2026-08-10 09:08:11,D06,in,C0103,granted
2026-08-10 09:08:20,D08,in,C0107,granted
2026-08-10 09:08:22,D14,in,C0029,granted
2026-08-10 09:08:29,D13,in,C0130,granted
2026-08-10 09:08:51,D13,in,C0176,granted
2026-08-10 09:09:12,D07,in,C0165,granted
2026-08-10 09:09:22,D11,in,C0047,granted
2026-08-10 09:09:53,D15,in,C0062,granted
2026-08-10 09:10:06,D13,in,C0017,granted
2026-08-10 09:11:19,D04,in,C0134,granted
2026-08-10 09:11:52,D02,in,C0147,granted
2026-08-10 09:12:21,D13,in,C0121,granted
2026-08-10 09:12:26,D16,in,C0182,granted
2026-08-10 09:12:35,D16,in,C0106,granted
2026-08-10 09:13:03,D08,in,C0093,granted
2026-08-10 09:13:10,D16,in,C0117,granted
2026-08-10 09:13:16,D08,in,C0002,granted
2026-08-10 09:13:19,D12,in,C0166,granted
2026-08-10 09:13:29,D08,in,C0053,granted
2026-08-10 09:14:16,D01,in,C0197,granted
2026-08-10 09:14:55,D11,in,C0118,granted
2026-08-10 09:14:56,D13,in,C0147,granted
2026-08-10 09:15:04,D13,in,C0186,granted
2026-08-10 09:15:11,D15,in,C0016,granted
2026-08-10 09:15:24,D01,in,C0170,granted
2026-08-10 09:15:24,D01,in,C0184,granted
2026-08-10 09:16:03,D13,in,C0161,granted
2026-08-10 09:16:22,D05,in,C0094,granted
2026-08-10 09:16:41,D02,in,C0123,granted
2026-08-10 09:16:53,D08,in,C0074,granted
2026-08-10 09:17:18,D01,in,C0041,granted
2026-08-10 09:17:22,D01,in,C0048,granted
2026-08-10 09:17:25,D01,in,C0097,granted
2026-08-10 09:17:29,D01,in,C0122,granted
2026-08-10 09:18:13,D08,in,C0197,granted
2026-08-10 09:18:39,D08,in,C0028,granted
2026-08-10 09:19:00,D13,in,C0123,granted
2026-08-10 09:19:05,D13,in,C0170,granted
2026-08-10 09:19:18,D06,in,C0175,granted
2026-08-10 09:19:45,D14,in,C0019,granted
2026-08-10 09:19:50,D02,in,C0167,granted
2026-08-10 09:19:56,D08,in,C0184,granted
2026-08-10 09:20:16,D16,in,C0125,granted
2026-08-10 09:21:14,D06,in,C0097,granted
2026-08-10 09:21:16,D09,in,C0006,granted
2026-08-10 09:21:18,D01,in,C0153,granted
2026-08-10 09:21:19,D11,in,C0138,granted
2026-08-10 09:21:24,D07,in,C0135,denied
2026-08-10 09:21:30,D07,in,C0135,granted
2026-08-10 09:22:05,D07,in,C0048,granted
2026-08-10 09:22:10,D11,in,C0167,granted
2026-08-10 09:22:39,D02,in,C0031,granted
2026-08-10 09:23:08,D12,in,C0105,granted
2026-08-10 09:23:13,D11,in,C0140,granted
2026-08-10 09:23:19,D10,in,C0041,granted
2026-08-10 09:23:37,D10,in,C0109,granted
2026-08-10 09:23:39,D14,in,C0031,granted
2026-08-10 09:23:54,D13,in,C0122,granted
2026-08-10 09:24:20,D13,in,C0017,granted
2026-08-10 09:24:29,D12,in,C0076,granted
2026-08-10 09:24:32,D06,in,C0153,granted
2026-08-10 09:24:34,D05,in,C0172,granted
2026-08-10 09:24:40,D08,in,C0011,granted
2026-08-10 09:25:50,D09,in,C0085,granted
2026-08-10 09:26:10,D01,in,C0026,granted
2026-08-10 09:27:51,D05,in,C0156,granted
2026-08-10 09:28:19,D02,in,C0065,granted
2026-08-10 09:28:43,D14,in,C0125,granted
2026-08-10 09:28:47,D14,in,C0026,granted
2026-08-10 09:29:07,D12,in,C0183,granted
2026-08-10 09:29:08,D09,in,C0154,granted
2026-08-10 09:29:54,D10,in,C0193,granted
2026-08-10 09:29:58,D01,in,C0146,granted
2026-08-10 09:30:07,D14,in,C0010,granted
2026-08-10 09:30:09,D02,in,C0100,granted
2026-08-10 09:30:14,D12,in,C0190,granted
2026-08-10 09:31:19,D13,in,C0023,granted
2026-08-10 09:31:25,D15,in,C0065,granted
2026-08-10 09:31:29,D04,in,C0077,granted
2026-08-10 09:31:29,D09,in,C0100,granted
2026-08-10 09:32:32,D02,in,C0067,granted
2026-08-10 09:32:35,D13,in,C0194,granted
2026-08-10 09:32:44,D13,in,C0081,granted
2026-08-10 09:32:47,D07,in,C0109,granted
2026-08-10 09:32:47,D16,in,C0113,granted
2026-08-10 09:32:59,D12,in,C0076,granted
2026-08-10 09:33:50,D09,in,C0070,granted
2026-08-10 09:34:04,D16,in,C0081,granted
2026-08-10 09:34:38,D14,in,C0187,granted
2026-08-10 09:34:42,D16,in,C0146,granted
2026-08-10 09:34:48,D08,in,C0057,granted
2026-08-10 09:35:17,D15,in,C0155,granted
2026-08-10 09:35:25,D01,in,C0036,granted
2026-08-10 09:35:26,D15,in,C0067,granted
2026-08-10 09:35:27,D01,in,C0044,granted
2026-08-10 09:35:31,D01,in,C0052,granted
2026-08-10 09:36:24,D15,in,C0164,granted
2026-08-10 09:36:35,D02,in,C0056,granted
2026-08-10 09:36:36,D14,in,C0074,granted
2026-08-10 09:36:42,D07,in,C0089,granted
2026-08-10 09:36:48,D09,in,C0021,granted
2026-08-10 09:37:50,D06,in,C0165,granted
2026-08-10 09:37:52,D01,in,C0063,granted
2026-08-10 09:37:55,D12,in,C0120,granted
2026-08-10 09:38:01,D04,in,C0141,granted
2026-08-10 09:38:11,D13,in,C0155,granted
2026-08-10 09:38:30,D06,in,C0039,granted
2026-08-10 09:39:21,D06,in,C0196,granted
2026-08-10 09:39:42,D07,in,C0058,granted
2026-08-10 09:39:44,D09,in,C0071,granted
2026-08-10 09:39:56,D04,in,C0044,granted
2026-08-10 09:39:56,D12,in,C0052,granted
2026-08-10 09:40:08,D13,in,C0036,granted
2026-08-10 09:40:29,D13,in,C0134,granted
2026-08-10 09:40:49,D04,in,C0049,granted
2026-08-10 09:41:16,D14,in,C0196,granted
2026-08-10 09:41:47,D15,in,C0056,granted
2026-08-10 09:41:48,D15,in,C0020,granted
2026-08-10 09:41:56,D05,in,C0009,granted
2026-08-10 09:42:01,D06,in,C0047,granted
2026-08-10 09:42:02,D13,in,C0063,granted
2026-08-10 09:42:05,D14,in,C0098,granted
2026-08-10 09:42:07,D04,in,C0149,granted
2026-08-10 09:42:26,D14,in,C0193,granted
2026-08-10 09:42:47,D13,in,C0144,granted
2026-08-10 09:42:57,D02,in,C0127,granted
2026-08-10 09:42:57,D07,in,C0111,granted
2026-08-10 09:43:05,D12,in,C0046,granted
2026-08-10 09:43:33,D06,in,C0004,granted
2026-08-10 09:43:44,D08,in,C0182,granted
2026-08-10 09:43:52,D04,in,C0195,granted
2026-08-10 09:43:59,D06,in,C0127,granted
2026-08-10 09:44:27,D16,in,C0101,granted
2026-08-10 09:44:47,D13,in,C0009,granted
